7267,350
113510,351
2695,352
349237,353
2647,354
345783,355
113505,356
237671,357
330931,358
330980,359
347088,360
SC/PARIS 2167,361
2691,362
SOTON/O.Q. 3101310,363
370365,364
C 7076,365
110813,366
2626,367
14313,368
PC 17477,369
11765,370
3101267,371
323951,372
PC 17760,373
349909,374
PC 17604,375
C 7077,376
113503,377
2648,378
347069,379
PC 17757,380
2653,381
STON/O 2. 3101293,382
113789,383
349227,384
S.O.C. 14879,385
CA 2144,386
27849,387
367655,388
SC 1748,389
113760,390
350034,391
3101277,392
35273,393
PP 9549,394
350052,395
350407,396
28403,397
244278,398
240929,399
STON/O 2. 3101289,400
341826,401
4137,402
STON/O2. 3101279,403
315096,404
28664,405
347064,406
29106,407
312992,408
4133,409
349222,410
394140,411
19928,412
239853,413
STON/O 2. 3101269,414
343095,415
28220,416
250652,417
28228,418
345773,419
349254,420
A/5. 13032,421
315082,422
347080,423
370129,424
A/4. 34244,425
2003,426
250655,427
364851,428
SOTON/O.Q. 392078,429
110564,430
376564,431
SC/AH 3085,432
STON/O 2. 3101274,433
13507,434
113760,435
W./C. 6608,436
29106,437
19950,438
C.A. 18723,439
F.C.C. 13529,440
345769,441
347076,442
230434,443
65306,444
33638,445
250644,446
113794,447
2666,448
113786,449
C.A. 34651,450
65303,451
113051,452
17453,453
A/5 2817,454
349240,455
13509,456
17464,457
F.C.C. 13531,458
371060,459
19952,460
364506,461
111320,462
234360,463
A/S 2816,464
SOTON/O.Q. 3101306,465
239853,466
113792,467
36209,468
2666,469
323592,470
315089,471
C.A. 34651,472
SC/AH Basle 541,473
7553,474
110465,475
31027,476
3460,477
350060,478
3101298,479
CA 2144,480
239854,481
A/5 3594,482
4134,483
11967,484
4133,485
19943,486
11771,487
A.5. 18509,488
C.A. 37671,489
65304,490
SOTON/OQ 3101317,491
113787,492
PC 17609,493
A/4 45380,494
2627,495
36947,496
C.A. 6212,497
113781,498
350035,499
315086,500
364846,501
330909,502
4135,503
110152,504
PC 17758,505
26360,506
111427,507
C 4001,508
1601,509
382651,510
SOTON/OQ 3101316,511
PC 17473,512
PC 17603,513
349209,514
36967,515
C.A. 34260,516
371110,517
226875,518
349242,519
12749,520
349252,521
2624,522
111361,523
2700,524
367232,525
W./C. 14258,526
PC 17483,527
3101296,528
29104,529
26360,530
2641,531
2690,532
2668,533
315084,534
F.C.C. 13529,535
113050,536
PC 17761,537
364498,538
13568,539
WE/P 5735,540
347082,541
347082,542
2908,543
PC 17761,544
693,545
2908,546
SC/PARIS 2146,547
363291,548
C.A. 33112,549
17421,550
244358,551
330979,552
2620,553
347085,554
113807,555
11755,556
PC 17757,557
110413,558
345572,559
372622,560
349251,561
218629,562
SOTON/OQ 392082,563
SOTON/O.Q. 392087,564
A/4 48871,565
349205,566
349909,567
2686,568
350417,569
S.W./PP 752,570
11769,571
PC 17474,572
14312,573
A/4. 20589,574
358585,575
243880,576
13507,577
2689,578
STON/O 2. 3101286,579
237789,580
17421,581
28403,582
13049,583
3411,584
110413,585
237565,586
13567,587
14973,588
A./5. 3235,589
STON/O 2. 3101273,590
36947,591
A/5 3902,592
364848,593
SC/AH 29037,594
345773,595
248727,596
LINE,597
2664,598
PC 17485,599
243847,600
349214,601
113796,602
364511,603
111426,604
349910,605
349246,606
113804,607
SC/Paris 2123,608
PC 17582,609
347082,610
SOTON/O.Q. 3101305,611
367230,612
370377,613
364512,614
220845,615
347080,616
A/5. 3336,617
230136,618
31028,619
2659,620
11753,621
2653,622
350029,623
54636,624
36963,625
219533,626
13502,627
349224,628
334912,629
27042,630
347743,631
13214,632
112052,633
347088,634
237668,635
STON/O 2. 3101292,636
C.A. 31921,637
3101295,638
376564,639
350050,640
PC 17477,641
347088,642
1601,643
2666,644
PC 17572,645
349231,646
13213,647
S.O./P.P. 751,648
CA. 2314,649
349221,650
231919,651
8475,652
330919,653
365226,654
S.O.C. 14879,655
349223,656
364849,657
29751,658
35273,659
PC 17611,660
2623,661
5727,662
349210,663
STON/O 2. 3101285,664
S.O.C. 14879,665
234686,666
312993,667
A/5 3536,668
19996,669
29750,670
F.C. 12750,671
C.A. 24580,672
244270,673
239856,674
349912,675
342826,676
4138,677
CA 2144,678
PC 17755,679
330935,680
PC 17572,681
6563,682
CA 2144,683
29750,684
SC/Paris 2123,685
3101295,686
349228,687
350036,688
24160,689
17474,690
349256,691
1601,692
2672,693
113800,694
248731,695
363592,696
35852,697
17421,698
348121,699
PC 17757,700
PC 17475,701
2691,702
36864,703
350025,704
250655,705
223596,706
PC 17476,707
113781,708
2661,709
PC 17482,710
113028,711
19996,712
7545,713
250647,714
348124,715
PC 17757,716
34218,717
36568,718
347062,719
248727,720
350048,721
12233,722
250643,723
113806,724
315094,725
31027,726
36866,727
236853,728
STON/O2. 3101271,729
24160,730
2699,731
239855,732
28425,733
233639,734
54636,735
W./C. 6608,736
PC 17755,737
349201,738
349218,739
16988,740
19877,741
PC 17608,742
376566,743
STON/O 2. 3101288,744
WE/P 5735,745
C.A. 2673,746
250648,747
113773,748
335097,749
29103,750
392096,751
345780,752
349204,753
220845,754
250649,755
350042,756
29108,757
363294,758
110152,759
358585,760
SOTON/O2 3101272,761
2663,762
113760,763
347074,764
13502,765
112379,766
364850,767
371110,768
8471,769
345781,770
350047,771
S.O./P.P. 3,772
2674,773
29105,774
347078,775
383121,776
364516,777
36865,778
24160,779
2687,780
17474,781
113501,782
W./C. 6607,783
SOTON/O.Q. 3101312,784
374887,785
3101265,786
382652,787
C.A. 2315,788
PC 17593,789
12460,790
239865,791
CA. 2343,792
PC 17600,793
349203,794
28213,795
17465,796
349244,797
2685,798
345773,799
250647,800
C.A. 31921,801
113760,802
2625,803
347089,804
347063,805
112050,806
347087,807
248723,808
113806,809
3474,810
A/4 48871,811
28206,812
347082,813
364499,814
112058,815
STON/O2. 3101290,816
S.C./PARIS 2079,817
C 7075,818
347088,819
12749,820
315098,821
19972,822
392096,823
3101295,824
368323,825
1601,826
S.C./PARIS 2079,827
367228,828
113572,829
2659,830
29106,831
2671,832
347468,833
2223,834
PC 17756,835
315097,836
392092,837
1601,838
11774,839
SOTON/O2 3101287,840
S.O./P.P. 3,841
113798,842
2683,843
315090,844
C.A. 5547,845
CA. 2343,846
349213,847
248727,848
17453,849
347082,850
347060,851
2678,852
PC 17592,853
244252,854
392091,855
36928,856
113055,857
2666,858
2629,859
350026,860
28134,861
17466,862
CA. 2343,863
233866,864
236852,865
SC/PARIS 2149,866
PC 17590,867
345777,868
347742,869
349248,870
11751,871
695,872
345765,873
P/PP 3381,874
2667,875
7534,876
349212,877
349217,878
11767,879
230433,880
349257,881
7552,882
C.A./SOTON 34068,883
SOTON/OQ 392076,884
382652,885
211536,886
112053,887
W./C. 6607,888
111369,889
370376,890
